id,doc_id,category,doc_type,issue_date,client_name,amount,memo,file_path,file_hash,created_at,updated_at
29fae0a4-b997-47ab-99f9-5940c080778f,1,支出情報,03.請求書,20250915,四日市西備理法人会,35948,,支出情報\03.請求書\001_20250915_35948_四日市西備理法人会.pdf,7b51cf4b89fd2a1fe3e0a11b881cabae2dd2fe8ed1180e8eb7da36c0ad66f3ec,2025-09-26T23:51:16.697879,2025-09-26T23:51:16.697879
637cdfdc-b9d0-4b52-9c5b-0937ce87bec4,2,支出情報,03.請求書,20250915,株式会社スタメン,28886,,支出情報\03.請求書\002_20250915_28886_株式会社スタメン.pdf,bd04521ccce719a769945dd0c4aefecc8f08de21093d2834e12097da0ad15467,2025-09-26T23:56:23.277351,2025-09-26T23:56:23.277351
1c0ae788-ccad-4f21-8459-f7c7f0a70e01,3,支出情報,03.請求書,20250915,株式会社ミツトヨ,16676,,支出情報\03.請求書\003_20250915_16676_株式会社ミツトヨ.pdf,22e675f9599824d2ed6a6528f5a08e54953324b21d5744c9032d4627237df9a1,2025-09-27T00:36:51.617978,2025-09-27T00:36:51.617978
2c0bed0e-5b59-463f-aa63-ab7ce8912602,004,支出情報,03.請求書,20250929,株式会社百五銀行,181290,,支出情報\03.請求書\004_20250929_181290_株式会社百五銀行.pdf,3deff37acd9cbf6469729b8714856cf9f459a51cda626987a5e5c1f2c274fbc3,2025-10-01T12:18:39.419220,2025-10-01T12:18:39.419220
